Variable,Group1,Group2,Test,Statistic,p_value,Cohen_d,Mean_Group1,Mean_Group2,Std_Group1,Std_Group2,median_Group1,median_Group2,MAD_Group1,MAD_Group2,adj_p_value,Significant
duration_min,Control,COBRAD,Mann-Whitney U,41.0,3.827257419129801e-39,8.060901175840325,20.29198570219966,58.712466560193675,4.772025246551459,4.752335910385931,19.086633333333335,59.45263310563915,1.5633333333333326,0.343516967366007,2.2198093030952847e-37,True
number_of_signals,Control,COBRAD,Mann-Whitney U,16154.0,1.6408874578891594e-44,-5.43090653916976,43.34010152284264,28.008390152433982,0.9427846237520968,5.010318297189348,44.0,26.0,0.0,1.0,1.9034294511514248e-42,True
sampling_frequency,Control,COBRAD,Mann-Whitney U,12464.0,1.2491909597948444e-13,-1.652082455480971,431.4720812182741,256.0,126.26650420405136,0.0,500.0,256.0,5.684341886080802e-14,0.0,2.401759414412187e-13,True
overall_pswe_median_percentage,Control,COBRAD,Mann-Whitney U,10654.0,4.631779409815641e-25,-1.7717111993228294,0.398418891296097,0.22185899153267966,0.09910072824979234,0.10061259070079281,0.3885006230499502,0.18888674520509674,0.0575937937987501,0.02429626502617921,1.6617105511503536e-24,True
overall_pswe_events_per_minute,Control,COBRAD,Mann-Whitney U,978.0,3.8114656114269933e-31,1.4808288689203306,0.1207714704986253,0.6663403695805606,0.3637974934655659,0.37937668088188087,0.0095826235093696,0.6394694201260214,0.0095826235093696,0.20983678394206576,3.490500086254194e-30,True
overall_pswe_avg_length,Control,COBRAD,Mann-Whitney U,1830.0,1.6609399488077044e-24,1.063575498316471,4.380993850981705,7.146611203408015,3.011020787872544,1.0884952810147206,5.5,7.220938355717536,0.6521739130434785,0.601680377034882,5.692952614318464e-24,True
overall_min,Control,COBRAD,Mann-Whitney U,12989.0,1.2449872455693507e-15,-0.9358294699116663,-9.903273497194665e-05,-0.00018571764091253337,5.2393192877219036e-05,0.00015066375835499508,-8.411368571415058e-05,-0.0001431757099529282,2.4346100088549414e-05,4.163950092165106e-05,2.6257912815644486e-15,True
overall_max,Control,COBRAD,Mann-Whitney U,2702.0,2.0580731078676137e-18,1.0229838517098895,9.265497466908514e-05,0.0001876515813066941,5.1788489568781056e-05,0.00015165754920223558,7.750395150692976e-05,0.00014660603474257012,2.2118418262649742e-05,4.349033391265165e-05,4.9736766773467335e-18,True
overall_mean,Control,COBRAD,Mann-Whitney U,7325.0,0.2209318833377727,0.16241994509485072,-5.47534576848499e-10,1.6827333555355825e-09,1.5063756486643477e-08,9.783916249875613e-09,-1.010610974628175e-10,4.3105092085358e-10,1.8298607396316645e-09,2.7398600134183002e-09,0.2351201694236847,False
overall_median,Control,COBRAD,Mann-Whitney U,9615.0,0.01226932727930442,-0.2641153327246418,1.7820269812286147e-08,7.747195617057913e-09,3.682933218940549e-08,4.1135668116967976e-08,1.2441419894029864e-08,6.215405870043788e-09,1.786788291571576e-08,1.4317276980946382e-08,0.014522877187748088,True
overall_std,Control,COBRAD,Mann-Whitney U,3481.0,7.142954825046677e-14,0.7314656309025723,7.032533511078435e-06,1.1663748384111064e-05,2.5170181291940254e-06,1.1034359921355728e-05,6.432473984699381e-06,9.220933627095905e-06,1.4082232653358438e-06,2.275586643689454e-06,1.4043775588227366e-13,True
overall_psd_mean,Control,COBRAD,Mann-Whitney U,3001.0,1.3731797964211212e-16,0.3312536253235694,1.158653794002747e-12,7.94576281306134e-12,1.017841316395835e-12,3.7856638807820577e-11,8.251010099224824e-13,2.06644476574346e-12,3.395769170148696e-13,1.1335042834020788e-12,3.043736109264651e-16,True
overall_psd_std,Control,COBRAD,Mann-Whitney U,1875.0,5.4630567703959104e-24,0.316348905950258,4.284141517613185e-12,6.109756745153936e-11,4.213560522352522e-12,3.320453647261272e-10,2.857514114298589e-12,1.1408695379297378e-11,1.3055499367969482e-12,6.7970093279602604e-12,1.793531845375261e-23,True
overall_fft_mean,Control,COBRAD,Mann-Whitney U,1283.0,1.847406453866485e-28,1.6866847869437005,0.002441310390027777,0.005500189948962897,0.0008791916279955221,0.0030621841173228688,0.0022109078416909,0.004833771747136115,0.0004524135434439999,0.0011970479060238815,1.0369313644282852e-27,True
overall_fft_std,Control,COBRAD,Mann-Whitney U,1294.0,2.255732255195067e-28,0.8951289057557197,0.003540443334134731,0.009165210927002078,0.0015882778982651473,0.011354586685782911,0.0031524571968673,0.007027430249764589,0.0008647375416298004,0.0018041439382043092,1.2265544137623176e-27,True
overall_delta_power,Control,COBRAD,Mann-Whitney U,1171.0,2.375025310240689e-29,1.1009250066410277,1.012300425124162e-11,5.616953205921951e-11,1.1512544434187636e-11,7.52439772762231e-11,6.75102290393912e-12,2.9702598426976886e-11,2.6571104251704675e-12,1.553267651829388e-11,1.5594505810636976e-28,True
overall_theta_power,Control,COBRAD,Mann-Whitney U,4077.0,7.296002013732652e-11,0.6023605948272014,1.0754753773318205e-11,2.3040475147726982e-11,1.2977970046768707e-11,3.185980335003177e-11,6.013892891000523e-12,1.308679236663675e-11,3.3518609803162163e-12,6.2941253628402924e-12,1.250743202354169e-10,True
overall_alpha_power,Control,COBRAD,Mann-Whitney U,6876.0,0.05053687359034538,0.1970783705766255,1.0285517086809199e-11,1.2929810472138038e-11,1.1018823638378216e-11,1.794045971567137e-11,6.460280100979331e-12,8.33721171225778e-12,3.2843013962089485e-12,3.5911252124124274e-12,0.05618796169150221,False
overall_beta_power,Control,COBRAD,Mann-Whitney U,5243.0,3.926313648803547e-06,0.6414015423602462,1.08823932566598e-11,2.5189979083395386e-11,8.994873439135676e-12,3.8805442665085374e-11,7.903960880901917e-12,1.3084126865458239e-11,3.717196770950018e-12,6.828678015963641e-12,5.646103924725762e-06,True
overall_gamma_power,Control,COBRAD,Mann-Whitney U,2332.0,8.224757034954801e-21,0.268743543742175,7.102496054649872e-12,1.6104924341632637e-10,7.024719540007458e-12,1.059270178269329e-09,5.213614601221535e-12,1.8263868055281424e-11,2.111465040143246e-12,1.0676998655563378e-11,2.1683450364880842e-20,True
overall_skewness,Control,COBRAD,Mann-Whitney U,7443.0,0.30214058998803517,-0.04574874839953639,-0.009998005705927304,-0.013218896262014302,0.07414813389746092,0.06039083339221606,-0.0193189680143571,-0.010664945034384747,0.026922924111255502,0.02664129015045081,0.31862098580556436,False
overall_kurtosis,Control,COBRAD,Mann-Whitney U,1044.0,2.228965723372044e-30,0.8124461409080554,1.4985209820286214,3.8032560689167743,3.0156620268838688,2.348230767142971,1.0217147422105912,3.035172407369693,0.3049061512811797,0.7797424708103413,1.616000149444732e-29,True
overall_mpf_mean,Control,COBRAD,Mann-Whitney U,8910.0,0.17510302186658377,-0.07026510181535014,10.44832021180322,10.291605624830703,2.0563566726325004,2.603650780672322,10.340551118042132,9.927626660815042,1.3470488110793237,1.1055089962068854,0.1880736160789233,False
overall_mpf_median,Control,COBRAD,Mann-Whitney U,9601.0,0.01308312408043432,-0.1773988141074878,10.380630993032304,9.972949494664466,2.073088932841087,2.76791689455506,10.225325767487575,9.614271205648752,1.2505188121360629,1.3332808753036876,0.015381510743213323,True
overall_df_mean,Control,COBRAD,Mann-Whitney U,11392.0,6.71236657611228e-08,-0.4306363172191544,6.522888951307863,5.567949544753556,1.8185475128956496,2.968785973787446,6.362907608695652,4.973626787256481,1.2609468243819268,1.0321539719768413,1.0245191089855586e-07,True
overall_dfv_std,Control,COBRAD,Mann-Whitney U,5034.0,7.20824137503344e-07,0.5384711455718298,4.704411422806328,5.5495661750197876,1.58256555175231,1.5375827226495093,4.447952852478858,5.412721396311557,0.9171895626716706,0.8594937452996763,1.058425315827695e-06,True
min_EEG F3,Control,COBRAD,Mann-Whitney U,13668.0,8.556497091096537e-20,-1.0439028637576389,-4.7224717716618376e-05,-0.00010212603396593386,2.4538178814971854e-05,8.945334512833045e-05,-3.962812578805617e-05,-7.881269383197136e-05,1.0557657041143705e-05,2.205703240077555e-05,2.205674805704885e-19,True
max_EEG F3,Control,COBRAD,Mann-Whitney U,3443.0,4.4501940993497676e-14,0.8928832470887552,5.4189180807449314e-05,0.00010081917528201792,2.9199720497190924e-05,8.522755213269607e-05,4.5560047269798235e-05,7.803663363553457e-05,1.2299880310760761e-05,2.4735008656830108e-05,8.900388198699535e-14,True
mean_EEG F3,Control,COBRAD,Mann-Whitney U,7994.0,0.8931043272095454,0.024265099609550367,-7.014872746810616e-09,-5.863482450090232e-09,5.323161825192568e-08,2.903634176599912e-08,-4.145200737494859e-09,-2.5481554653318268e-09,1.813521343453443e-08,8.870766821632491e-09,0.8931043272095454,False
median_EEG F3,Control,COBRAD,Mann-Whitney U,3698.0,9.9091159414419e-13,0.789983334844604,-1.0897826582415786e-07,7.846873555536246e-10,1.4160633500711008e-07,1.322780580077756e-07,-9.658043984510889e-08,-4.890439556713823e-09,7.016455138809342e-08,4.69541292585407e-08,1.8342406104371174e-12,True
std_EEG F3,Control,COBRAD,Mann-Whitney U,4739.0,5.443873392189921e-08,0.5380374480264771,7.202259497147489e-06,1.2031561676984122e-05,2.78779184485224e-06,1.6022013750125045e-05,6.557024275386156e-06,9.125420174744407e-06,1.5893432413179955e-06,2.4108729262621905e-06,8.419857513253745e-08,True
psd_mean_EEG F3,Control,COBRAD,Mann-Whitney U,3773.0,2.3899657213068604e-12,0.2779624646605538,1.1997673569405194e-12,1.3721681526672001e-11,1.0755448788449656e-12,8.32902840995136e-11,8.299548546985378e-13,2.1535405491362603e-12,4.0125983229756947e-13,1.196302083195592e-12,4.354492518402029e-12,True
psd_std_EEG F3,Control,COBRAD,Mann-Whitney U,3625.0,4.1472489419063995e-13,0.2424934005012608,2.7282708370792116e-12,5.1918049037486984e-11,2.786661307363421e-12,3.75096763621614e-10,1.7214022633249366e-12,4.997339220143844e-12,8.134754012143258e-13,2.844306781134669e-12,7.886571758379383e-13,True
fft_mean_EEG F3,Control,COBRAD,Mann-Whitney U,2099.0,2.1123109883208543e-22,1.4038974833826168,0.0026106467418045695,0.005792589633035686,0.0010933227388069294,0.0038307945349563433,0.0022579127579661,0.004641109174861617,0.0005428274630236,0.0012573250167477673,5.976294503541929e-22,True
fft_std_EEG F3,Control,COBRAD,Mann-Whitney U,1964.0,2.3712011755800188e-23,0.6505819216618618,0.003522649940520067,0.009336048416717162,0.001662920985004247,0.016320666566211894,0.0031304964940354,0.006678165508908091,0.0009633245934925999,0.0018358333740621713,7.238403588612689e-23,True
delta_power_EEG F3,Control,COBRAD,Mann-Whitney U,2089.0,1.7993521259957692e-22,0.8322761834874389,1.1991807619767762e-11,7.118316883991038e-11,1.5768739562310776e-11,1.2921125042241516e-10,8.127292349015661e-12,2.9830703672127637e-11,3.6701373200904646e-12,1.6603014145050348e-11,5.132578195463341e-22,True
theta_power_EEG F3,Control,COBRAD,Mann-Whitney U,4468.0,4.1631677221528955e-09,0.6388188387229661,1.0684679092552905e-11,2.7946843472463353e-11,1.2676243386593992e-11,4.5915592133650004e-11,5.716351053494057e-12,1.3870987100573457e-11,3.2652531775008952e-12,7.592660653946142e-12,6.89896365385337e-09,True
alpha_power_EEG F3,Control,COBRAD,Mann-Whitney U,6423.0,0.007076037555509332,0.35633923169770526,9.66067450340993e-12,1.5252615568662573e-11,1.0622963871882958e-11,2.385567929323674e-11,5.606629985027643e-12,7.938418840332324e-12,3.1520381793983456e-12,3.8258445145564384e-12,0.008520626537429923,True
beta_power_EEG F3,Control,COBRAD,Mann-Whitney U,5326.0,7.462427040276738e-06,0.6783768160023996,1.049124021301555e-11,2.869791654211343e-11,9.124249515849361e-12,4.7558728875745366e-11,6.708180008048335e-12,1.2414092045330502e-11,3.2893043390234605e-12,6.814634695186909e-12,1.0643133647607807e-05,True
gamma_power_EEG F3,Control,COBRAD,Mann-Whitney U,3428.0,3.6881643808291424e-14,0.2369707110976546,8.393162379379734e-12,3.076164653959881e-10,1.1962924380138665e-11,2.3349862327284478e-09,5.203533998368426e-12,1.6824617703162053e-11,2.3691119612393623e-12,1.0546289422430665e-11,7.41896650016498e-14,True
skewness_EEG F3,Control,COBRAD,Mann-Whitney U,12219.0,1.5225497972429506e-11,-0.7941872869212693,0.12490257341383963,-0.0015304742726465353,0.17217005969749893,0.12224016702856007,0.1093388352998329,0.003390977723202443,0.0672814452169652,0.07136751158590347,2.7033027012272797e-11,True
kurtosis_EEG F3,Control,COBRAD,Mann-Whitney U,1426.0,2.416574511068887e-27,1.0411117792584015,1.1056145905748107,3.076281478628258,1.7393404401698431,2.2208237370774193,0.8260574693970094,2.5174881908624416,0.3803595248859112,0.7653599999218167,1.1520108628109214e-26,True
mean_mpf_EEG F3,Control,COBRAD,Mann-Whitney U,8869.0,0.19732630508618332,-0.0844227909233522,10.462657682349885,10.25261037810746,2.387792490444192,2.7153451065348095,10.271673999776247,9.803728875607334,1.5229713534853762,1.3644212091848917,0.2106428042024288,False
median_mpf_EEG F3,Control,COBRAD,Mann-Whitney U,9404.0,0.030724539602496125,-0.17914487145043514,10.46571101248003,10.00276043476101,2.4713608166869547,2.838821787698261,10.2937574436355,9.471560584932048,1.4389034145888715,1.4939861767745448,0.03494163327342697,True
pswe_percentage_EEG F3,Control,COBRAD,Mann-Whitney U,1403.5,3.3175695426448327e-29,0.6957503145148376,2.653362000780668,9.339678074447512,10.663939441161059,6.376731951843233,0.0,8.745595716785452,0.0,4.154568510823071,2.0991167288007305e-28,True
pswe_events_per_minute_EEG F3,Control,COBRAD,Mann-Whitney U,1531.5,3.6934271852840705e-28,1.190673818092991,0.15314571415190958,0.6324234379192846,0.40980166878843616,0.38435292704729285,0.0,0.5965415250747365,0.0,0.2177738157669099,1.9183771051923235e-27,True
pswe_avg_length_EEG F3,Control,COBRAD,Mann-Whitney U,4180.0,5.627517456907731e-11,0.7315936172631005,3.002875974277358,5.665448769914347,4.197912698158761,1.629039395445409,0.0,5.7502012365506765,0.0,1.0469953310018538,9.841085804039649e-11,True
dfv_mean_EEG F3,Control,COBRAD,Mann-Whitney U,10254.0,0.0003924428993114167,-0.25870695920351994,6.129864900913759,5.506419512592495,2.0883268053967083,3.0507402110358433,5.866523605150214,4.79382181644851,1.3246121289218067,1.2744388520031076,0.000521260034199897,True
dfv_std_EEG F3,Control,COBRAD,Mann-Whitney U,6323.0,0.004288451276364496,0.19879718897360493,5.051608536067719,5.444944059940466,2.07160987522725,1.7329169652785696,4.5467851717569285,5.136536487121148,1.0276734997419097,1.0471948452359827,0.005236424716402963,True
min_EEG F4,Control,COBRAD,Mann-Whitney U,14552.0,5.31425508568164e-26,-1.1334020626176635,-4.633384508256114e-05,-0.00011170250434853906,2.810437033575111e-05,9.728373067332031e-05,-3.965696915568737e-05,-8.684351828649977e-05,1.0164832439631447e-05,2.6947236558765196e-05,2.077933449232821e-25,True
max_EEG F4,Control,COBRAD,Mann-Whitney U,2672.0,1.3329353559478535e-18,1.000530470291845,5.3864788619263545e-05,0.00010938294101031744,2.786546753093519e-05,9.30081276347618e-05,4.646700795716581e-05,8.585122234398102e-05,1.251708266625536e-05,2.6026402573702443e-05,3.289797899786192e-18,True
mean_EEG F4,Control,COBRAD,Mann-Whitney U,5945.0,0.0005169473724271464,0.2528483749430791,-2.669817433538402e-09,7.186285347266426e-09,4.3039304990331424e-08,2.6718562584136696e-08,-5.069479959476698e-09,5.1349070727417695e-09,1.7620813060516053e-08,1.2749412569252874e-08,0.0006687646305005464,True
median_EEG F4,Control,COBRAD,Mann-Whitney U,3480.0,7.05490238425237e-14,0.8015120392839,-9.145946448299873e-08,4.1260837541423293e-08,1.3662979472024955e-07,2.2044417270080046e-07,-8.414976448321583e-08,1.3162528298497154e-08,6.203998220645795e-08,5.0806444134459765e-08,1.3949466077953547e-13,True
std_EEG F4,Control,COBRAD,Mann-Whitney U,4404.0,2.2065744329199453e-09,0.6694458695455598,7.256223943755068e-06,1.0553064273706205e-05,2.7936216693054773e-06,8.003413662047026e-06,6.524291211838733e-06,8.742446378021652e-06,1.5192614614124905e-06,2.1693548540827795e-06,3.709603394474111e-09,True
psd_mean_EEG F4,Control,COBRAD,Mann-Whitney U,3667.0,6.857008480819486e-13,0.39224838461251377,1.228867545512267e-12,5.773254924316561e-12,1.0393796574548378e-12,2.1363448618530905e-11,8.177982919052961e-13,1.8986212076086837e-12,3.5132163323865487e-13,9.902368491760385e-13,1.2829241673791296e-12,True
psd_std_EEG F4,Control,COBRAD,Mann-Whitney U,3660.0,6.307795758821645e-13,0.2898407087011453,2.7796687955285412e-12,1.717740329193756e-11,2.681337658481605e-12,9.176646756474798e-11,1.7498135925137734e-12,4.088130236084267e-12,7.823366734657898e-13,1.902363906991264e-12,1.1865475265242877e-12,True
fft_mean_EEG F4,Control,COBRAD,Mann-Whitney U,1510.0,1.0671631990162764e-26,1.4371834725737973,0.002579791210938028,0.005584047196030327,0.0010555347558659357,0.0034996061760919333,0.0023815139075599,0.004871094849973204,0.00053893822428,0.0012497700985872808,4.6421599157208025e-26,True
fft_std_EEG F4,Control,COBRAD,Mann-Whitney U,1782.0,1.1523625866328946e-24,0.9362207587837948,0.003602720067645918,0.007819544761107666,0.001702951267426219,0.007896747466857982,0.0031706822819321,0.006334736635546609,0.0008155563342844003,0.0014440029780587683,4.010221801482473e-24,True
delta_power_EEG F4,Control,COBRAD,Mann-Whitney U,1965.0,2.4103512258345566e-23,0.8568477958822367,1.1841536415749464e-11,4.578888702222766e-11,1.1635422165814086e-11,7.099465756119616e-11,8.482089650417353e-12,2.5633219090345623e-11,3.3963514759236738e-12,1.2193140624095475e-11,7.248936469575284e-23,True
theta_power_EEG F4,Control,COBRAD,Mann-Whitney U,4667.0,2.8009817161162248e-08,0.3528534646955326,1.105260019366065e-11,2.2356611630736545e-11,1.2704049389691244e-11,5.5849605783189026e-11,5.9663804978479945e-12,1.2438184711970893e-11,2.9446465578745102e-12,5.059319689145619e-12,4.410595643477132e-08,True
alpha_power_EEG F4,Control,COBRAD,Mann-Whitney U,6711.0,0.026138629637023948,0.18603728739571612,9.937660396019731e-12,1.4008739338461068e-11,1.0627635702316342e-11,3.693669631034665e-11,6.219267028750507e-12,7.925685995395908e-12,3.3679477947150485e-12,4.0635208417475326e-12,0.03002060433559186,True
beta_power_EEG F4,Control,COBRAD,Mann-Whitney U,5197.0,2.7297719658419333e-06,0.4393333054797345,1.096250255184505e-11,2.7580439080167448e-11,9.437202498669418e-12,6.839101678931443e-11,7.446189397160698e-12,1.4406083963542504e-11,3.947615006011331e-12,7.668104432145262e-12,3.958169350470803e-06,True
gamma_power_EEG F4,Control,COBRAD,Mann-Whitney U,2378.0,1.6664208529519114e-20,0.31644954252461815,7.83612898439166e-12,1.0709125557984261e-10,1.3131333074235686e-11,5.796640597427577e-10,5.177478320211512e-12,1.7974087560313708e-11,2.332487704271423e-12,1.1036893935842531e-11,4.360259073889212e-20,True
skewness_EEG F4,Control,COBRAD,Mann-Whitney U,12684.0,6.231028198181094e-14,-0.9240617558683286,0.10676001080656512,-0.01746491959071938,0.13745192691364233,0.1268330796894906,0.0926924928643734,-0.024561368403318892,0.07447422627157982,0.06338070134925886,1.239084464552583e-13,True
kurtosis_EEG F4,Control,COBRAD,Mann-Whitney U,1029.0,1.6808130555522397e-30,1.1509825501956743,1.0449158854876073,4.063731570886129,1.3315565878480204,4.38574042615764,0.6991864780104438,2.862179513639579,0.30137206706732794,0.9026195860979961,1.2445169007067648e-29,True
mean_mpf_EEG F4,Control,COBRAD,Mann-Whitney U,7614.0,0.45125367555498574,0.1467791871323502,10.292734853093357,10.641601383610459,2.2266087626741444,2.705987823575815,10.13145559368908,10.181127614379468,1.3634302751347107,1.26817537057243,0.4687650122183135,False
median_mpf_EEG F4,Control,COBRAD,Mann-Whitney U,8250.0,0.7787330545489485,0.04773282555441577,10.307886999094853,10.42529953739007,2.280473764344094,2.8473330682371696,10.10086557628192,9.97344762074049,1.3882831339915658,1.4183992670010461,0.7809772420260348,False
pswe_percentage_EEG F4,Control,COBRAD,Mann-Whitney U,1430.0,7.593333124024622e-29,0.8258978686818924,2.2549868176916195,8.781921265101785,8.436424671102591,6.431039666908883,0.0,8.034360358872744,0.0,3.574749236879981,4.404133211934281e-28,True
pswe_events_per_minute_EEG F4,Control,COBRAD,Mann-Whitney U,1582.0,1.2876836246644958e-27,1.0331059740116773,0.15387872887498014,0.5780228236020483,0.42635772481180445,0.3695206951000263,0.0,0.5631528867049496,0.0,0.18051745879959932,6.401627162617779e-27,True
pswe_avg_length_EEG F4,Control,COBRAD,Mann-Whitney U,4554.0,3.4528073959899196e-09,0.8594528649559129,2.9311442911320116,5.522812320194992,3.4193208578113627,1.6748689025467844,0.0,5.654266324324508,0.0,1.2101194373857154,5.776812374060058e-09,True
dfv_mean_EEG F4,Control,COBRAD,Mann-Whitney U,9227.0,0.061162066901049444,-0.056956610603028604,6.083049029734138,5.940759129185779,2.1483997113377247,3.1897170615594788,5.86612702366127,5.195890473777352,1.279796088409471,1.2941867801957823,0.06714321539925933,False
dfv_std_EEG F4,Control,COBRAD,Mann-Whitney U,5103.0,1.2771359059991551e-06,0.4698075185642116,4.833252824286527,5.701090639471238,1.8906930297717224,1.7375312733749895,4.442697014750326,5.5845006710384375,0.9585444703102475,0.9235946917978723,1.8674088037298571e-06,True
min_EEG C3,Control,COBRAD,Mann-Whitney U,14451.0,3.0180436881974733e-25,-1.3472937455249783,-4.037152194995645e-05,-9.894121919237993e-05,2.424334433092491e-05,7.099680666331157e-05,-3.407515036023632e-05,-7.848742418064865e-05,1.063721754500071e-05,2.3967565804837234e-05,1.1173183015880008e-24,True
max_EEG C3,Control,COBRAD,Mann-Whitney U,2244.0,2.0977083933906703e-21,1.1431192292466643,4.464495029741284e-05,0.00010112178265580587,2.6005378236534896e-05,8.192064292073133e-05,3.829595858178993e-05,8.169037595457572e-05,1.2470783262970096e-05,2.5353663376601334e-05,5.7031446945308846e-21,True
mean_EEG C3,Control,COBRAD,Mann-Whitney U,8733.0,0.28566138138629626,0.004442384356552183,-5.3472252738751155e-09,-4.998747052841444e-09,9.102219510565259e-08,3.155226089409352e-08,3.846219372450165e-10,-1.988290358619983e-09,1.082983127307908e-08,1.1036183893459702e-08,0.3021585432292739,False
median_EEG C3,Control,COBRAD,Mann-Whitney U,6359.0,0.005150159655736365,0.1118347134446768,-4.652376572603345e-08,-3.165290274037153e-08,1.1927247073331096e-07,1.6137887764995332e-07,-3.5167029253459355e-08,-6.87379514412619e-09,3.7838294800013896e-08,3.8697878083198026e-08,0.006266627832854038,True
std_EEG C3,Control,COBRAD,Mann-Whitney U,3148.0,9.938888920745023e-16,1.009064415480647,5.943260465030922e-06,1.0579038360743493e-05,2.545877055537398e-06,7.516246180624104e-06,5.331234092106355e-06,9.089654432331674e-06,1.3918687120530422e-06,2.5877840963534376e-06,2.1089837465971147e-15,True
psd_mean_EEG C3,Control,COBRAD,Mann-Whitney U,2567.0,2.8606126743883473e-19,0.5576242166727449,8.71021319356712e-13,5.576430032427493e-12,8.980657410528214e-13,1.5541958479296143e-11,5.435031109981906e-13,1.9370722343563635e-12,2.6505401515051964e-13,1.1973303836551722e-12,7.213718918022788e-19,True
psd_std_EEG C3,Control,COBRAD,Mann-Whitney U,2331.0,8.098968974322083e-21,0.3945748407786582,1.827244926215517e-12,1.6144561828607782e-11,2.1196433415061718e-12,6.70200387596724e-11,1.0427659763559248e-12,4.026633392741461e-12,5.573376836079266e-13,2.309600999441618e-12,2.1514818344000648e-20,True
fft_mean_EEG C3,Control,COBRAD,Mann-Whitney U,1152.0,1.6715193721091352e-29,1.7887145459060654,0.0021415245942981932,0.0055153056596160335,0.0009422398077622439,0.0031650698457735896,0.0019019628001964,0.004716469855031586,0.0004361704318121,0.0015235155784759395,1.140566159792116e-28,True
fft_std_EEG C3,Control,COBRAD,Mann-Whitney U,1302.0,2.607795081202914e-28,1.2107244332026637,0.00291892797278057,0.007905045584872854,0.0015703713477665257,0.007213382446847748,0.0024733500193868,0.006391482075638189,0.0007531670966212998,0.0018074077358074033,1.396173366551714e-27,True
delta_power_EEG C3,Control,COBRAD,Mann-Whitney U,1004.0,1.0486748808829465e-30,1.039314008636844,7.1824597944846565e-12,5.970894447975946e-11,9.711874885209899e-12,9.223158960771431e-11,4.160526549865703e-12,2.415108538896183e-11,1.8051955499797828e-12,1.4542036509949584e-11,8.294064966983304e-30,True
theta_power_EEG C3,Control,COBRAD,Mann-Whitney U,3373.0,1.843071013994848e-14,0.7672116882482239,7.941239036728845e-12,2.404383449391659e-11,1.134883681931027e-11,3.456587921070466e-11,3.6192228814266017e-12,1.203020040655221e-11,2.1879555488579913e-12,6.384780830964818e-12,3.7728747815894536e-14,True
alpha_power_EEG C3,Control,COBRAD,Mann-Whitney U,5383.0,1.148132589081355e-05,0.4606981924861214,7.519358947022646e-12,1.3399429821480543e-11,9.284250970859846e-12,1.8668575003954518e-11,3.873136878097103e-12,7.55194160196264e-12,2.3960170346018084e-12,4.0320407783481475e-12,1.624187565041917e-05,True
beta_power_EEG C3,Control,COBRAD,Mann-Whitney U,4480.0,4.683884835852102e-09,0.7709059414700216,8.802281478900396e-12,2.6222627932481075e-11,8.685123968773483e-12,3.9543914274415e-11,5.3287866666813185e-12,1.208578544904415e-11,2.756673803791408e-12,6.905603373297436e-12,7.688641145644016e-09,True
